ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762624229,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762624230,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 885, 6251, 27.73, 150.00
1762624231,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 1065, 6251, 40.17, 150.00
1762624232,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 28.26, 150.00
1762624233,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.81, 150.00
1762624234,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 17.30, 150.00
1762624235,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 17.25, 150.00
1762624236,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762624237,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762624238,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762624239,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762624240,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762624241,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762624242,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.73, 150.00
1762624243,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 1, 0, 23028, 3227, 19373, 1695, 6251, 41.26, 150.00
1762624244,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 56.32, 150.00
1762624245,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.75, 150.00
1762624246,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.78, 150.00
1762624247,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.67, 150.00
1762624248,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.90, 150.00
1762624249,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 37, 0, 0, 23028, 4299, 18301, 1695, 6251, 73.74, 150.00
1762624250,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 40, 51, 37, 23028, 19615, 2985, 1680, 6251, 95.27, 150.00
1762624251,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 41, 55, 37, 23028, 19777, 2823, 1605, 6251, 133.05, 150.00
1762624253,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 39, 0, 0, 23028, 21037, 1563, 1695, 6251, 87.95, 150.00
1762624254,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 41, 92, 93, 23028, 21037, 1563, 1650, 6251, 94.05, 150.00
1762624255,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 43, 93, 93, 23028, 21037, 1563, 1620, 6251, 152.05, 150.00
1762624256,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 44, 92, 93, 23028, 21037, 1563, 1635, 6251, 148.83, 150.00
1762624257,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 45, 92, 93, 23028, 21037, 1563, 1605, 6251, 148.57, 150.00
1762624258,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 92, 93, 23028, 21037, 1563, 1650, 6251, 147.04, 150.00
1762624259,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 93, 80, 23028, 21037, 1563, 1575, 6251, 145.85, 150.00
1762624260,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 47, 92, 92, 23028, 21037, 1563, 1605, 6251, 146.46, 150.00
1762624261,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 47, 92, 93, 23028, 21037, 1563, 1590, 6251, 148.93, 150.00
1762624262,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 48, 92, 93, 23028, 21037, 1563, 1620, 6251, 151.98, 150.00
1762624263,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 92, 93, 23028, 21037, 1563, 1620, 6251, 155.00, 150.00
1762624264,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 93, 93, 23028, 21037, 1563, 1605, 6251, 153.55, 150.00
1762624265,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 92, 81, 23028, 21037, 1563, 1380, 6251, 150.44, 150.00
1762624266,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 92, 91, 23028, 21037, 1563, 1575, 6251, 146.66, 150.00
1762624267,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 93, 93, 23028, 21037, 1563, 1560, 6251, 147.20, 150.00
1762624268,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 92, 93, 23028, 21037, 1563, 1605, 6251, 147.50, 150.00
1762624269,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 92, 93, 23028, 21037, 1563, 1605, 6251, 148.79, 150.00
1762624270,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 93, 93, 23028, 21037, 1563, 1605, 6251, 147.93, 150.00
1762624271,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 91, 88, 23028, 21037, 1563, 1470, 6251, 149.43, 150.00
1762624272,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 93, 87, 23028, 21037, 1563, 1545, 6251, 151.74, 150.00
1762624273,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 92, 23028, 21037, 1563, 1590, 6251, 152.29, 150.00
1762624274,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 93, 23028, 21037, 1563, 1590, 6251, 152.51, 150.00
1762624275,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 93, 23028, 21037, 1563, 1590, 6251, 150.37, 150.00
1762624276,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 92, 93, 23028, 21037, 1563, 1590, 6251, 148.50, 150.00
1762624277,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 92, 93, 23028, 21037, 1563, 1575, 6251, 148.13, 150.00
1762624278,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 92, 78, 23028, 21037, 1563, 1350, 6251, 145.82, 150.00
1762624279,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 92, 91, 23028, 21037, 1563, 1560, 6251, 144.94, 150.00
1762624280,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 92, 93, 23028, 21037, 1563, 1575, 6251, 147.23, 150.00
1762624281,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 92, 93, 23028, 21037, 1563, 1590, 6251, 147.47, 150.00
1762624282,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 93, 93, 23028, 21037, 1563, 1575, 6251, 148.27, 150.00
1762624283,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 92, 93, 23028, 21037, 1563, 1575, 6251, 147.60, 150.00
1762624284,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 92, 92, 23028, 21037, 1563, 1575, 6251, 148.25, 150.00
1762624285,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 93, 79, 23028, 21037, 1563, 1500, 6251, 146.05, 150.00
1762624286,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 92, 92, 23028, 21037, 1563, 1575, 6251, 146.76, 150.00
1762624288,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 93, 93, 23028, 21037, 1563, 1545, 6251, 147.74, 150.00
1762624289,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 93, 93, 23028, 21037, 1563, 1560, 6251, 151.02, 150.00
1762624290,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 93, 23028, 21037, 1563, 1560, 6251, 153.48, 150.00
1762624291,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1545, 6251, 153.86, 150.00
1762624292,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 81, 23028, 21037, 1563, 1320, 6251, 156.29, 150.00
1762624293,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 90, 23028, 21037, 1563, 1560, 6251, 153.71, 150.00
1762624294,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 93, 23028, 21037, 1563, 1545, 6251, 149.82, 150.00
1762624295,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 93, 93, 23028, 21037, 1563, 1560, 6251, 148.38, 150.00
1762624296,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 93, 93, 23028, 21037, 1563, 1560, 6251, 148.26, 150.00
1762624297,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 93, 93, 23028, 21037, 1563, 1545, 6251, 147.98, 150.00
1762624298,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 92, 93, 23028, 21037, 1563, 1575, 6251, 147.92, 150.00
1762624299,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 40, 4, 23028, 0, 22599, 1695, 6251, 78.36, 150.00
1762624300,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 0, 0, 23028, 0, 22599, 1695, 6251, 66.10, 150.00
1762624301,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 0, 0, 23028, 0, 22599, 345, 6251, 47.53, 150.00
1762624302,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 0, 0, 23028, 0, 22599, 225, 6251, 45.39, 150.00
1762624303,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 0, 0, 23028, 0, 22599, 210, 6251, 44.91, 150.00
