ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762645817,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762645818,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 0, 22599, 900, 6251, 28.58, 150.00
1762645819,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 0, 22599, 210, 405, 41.40, 150.00
1762645820,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 0, 22599, 210, 405, 28.63, 150.00
1762645821,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.81, 150.00
1762645822,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762645823,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762645824,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762645825,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762645826,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
