ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762609825,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609826,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 6251, 27.47, 150.00
1762609827,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 27.56, 150.00
1762609828,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.85, 150.00
1762609829,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609830,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 17.19, 150.00
1762609831,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 17.24, 150.00
1762609832,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.76, 150.00
1762609833,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.76, 150.00
1762609834,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.70, 150.00
1762609836,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.70, 150.00
1762609837,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609838,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609839,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609840,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762609841,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 2, 0, 23028, 347, 22253, 1695, 6251, 25.18, 150.00
1762609842,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 29, 2, 23028, 3227, 19373, 1695, 6251, 55.17, 150.00
1762609843,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.44, 150.00
1762609844,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 2725, 19875, 1695, 6251, 54.98, 150.00
1762609845,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 54.86, 150.00
1762609846,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.01, 150.00
1762609847,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.28, 150.00
1762609848,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 39, 4, 23028, 2741, 19859, 1695, 6251, 83.10, 150.00
1762609849,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 40, 52, 42, 23028, 19607, 2993, 1500, 6251, 94.91, 150.00
1762609850,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 40, 54, 40, 23028, 19789, 2811, 1680, 6251, 123.29, 150.00
1762609851,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 38, 0, 0, 23028, 21037, 1563, 1695, 6251, 73.75, 150.00
1762609852,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 41, 87, 88, 23028, 21037, 1563, 1680, 6251, 92.40, 150.00
1762609853,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 42, 87, 89, 23028, 21037, 1563, 1665, 6251, 151.52, 150.00
1762609854,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 43, 89, 90, 23028, 21037, 1563, 1680, 6251, 152.18, 150.00
1762609855,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 44, 87, 88, 23028, 21037, 1563, 1665, 6251, 148.37, 150.00
1762609856,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 44, 86, 87, 23028, 21037, 1563, 1665, 6251, 147.11, 150.00
1762609857,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 45, 91, 80, 23028, 21037, 1563, 1275, 6251, 150.26, 150.00
1762609858,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 91, 85, 23028, 21037, 1563, 1620, 6251, 153.37, 150.00
1762609859,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 90, 90, 23028, 21037, 1563, 1635, 6251, 149.97, 150.00
1762609860,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 47, 89, 90, 23028, 21037, 1563, 1620, 6251, 149.08, 150.00
1762609861,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 48, 87, 88, 23028, 21037, 1563, 1635, 6251, 146.60, 150.00
1762609862,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 48, 90, 91, 23028, 21037, 1563, 1590, 6251, 147.52, 150.00
1762609863,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 91, 92, 23028, 21037, 1563, 1575, 6251, 150.82, 150.00
1762609864,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 91, 92, 23028, 21037, 1563, 1590, 6251, 151.49, 150.00
1762609865,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 90, 86, 23028, 21037, 1563, 1410, 6251, 157.63, 150.00
1762609866,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 91, 81, 23028, 21037, 1563, 1575, 6251, 145.89, 150.00
1762609867,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 92, 92, 23028, 21037, 1563, 1575, 6251, 147.54, 150.00
1762609868,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 91, 92, 23028, 21037, 1563, 1590, 6251, 147.42, 150.00
1762609869,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 92, 93, 23028, 21037, 1563, 1560, 6251, 147.49, 150.00
1762609870,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 92, 93, 23028, 21037, 1563, 1545, 6251, 147.82, 150.00
1762609872,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 92, 93, 23028, 21037, 1563, 1590, 6251, 147.90, 150.00
1762609873,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 92, 23028, 21037, 1563, 1605, 6251, 151.32, 150.00
1762609874,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 94, 83, 23028, 21037, 1563, 1425, 6251, 152.45, 150.00
1762609875,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 92, 23028, 21037, 1563, 1575, 6251, 146.34, 150.00
1762609876,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 93, 23028, 21037, 1563, 1620, 6251, 148.01, 150.00
1762609877,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 90, 90, 23028, 21037, 1563, 1635, 6251, 147.71, 150.00
1762609878,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 91, 91, 23028, 21037, 1563, 1635, 6251, 147.29, 150.00
1762609879,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 91, 92, 23028, 21037, 1563, 1635, 6251, 147.41, 150.00
1762609880,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 87, 88, 23028, 21037, 1563, 1650, 6251, 149.05, 150.00
1762609881,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 88, 78, 23028, 21037, 1563, 1440, 6251, 152.55, 150.00
