ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762620709,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 900, 6251, 15.67, 150.00
1762620710,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 900, 6251, 28.14, 150.00
1762620711,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 28.13, 150.00
1762620712,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762620713,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762620714,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762620715,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.66, 150.00
1762620716,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.66, 150.00
1762620717,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.71, 150.00
1762620718,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.75, 150.00
1762620719,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.70, 150.00
1762620720,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 32, 0, 0, 23028, 0, 22599, 210, 405, 15.66, 150.00
