ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762627970,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 1065, 6251, 28.34, 150.00
1762627971,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 1065, 6251, 41.25, 150.00
1762627972,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 28.63, 150.00
1762627973,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762627974,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762627975,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762627976,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762627977,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762627978,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.73, 150.00
1762627979,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.67, 150.00
1762627980,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762627981,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.72, 150.00
1762627982,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.68, 150.00
1762627984,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.73, 150.00
1762627985,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 2725, 19875, 1695, 6251, 34.19, 150.00
1762627986,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 14, 1, 23028, 2725, 19875, 1695, 6251, 56.23, 150.00
1762627987,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.61, 150.00
1762627988,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.28, 150.00
1762627989,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.43, 150.00
1762627990,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 36, 0, 0, 23028, 2725, 19875, 1695, 6251, 55.61, 150.00
1762627991,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 37, 0, 0, 23028, 4299, 18301, 1680, 6251, 73.52, 150.00
1762627992,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 40, 63, 40, 23028, 19605, 2995, 1485, 6251, 90.11, 150.00
1762627993,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 39, 26, 24, 23028, 19783, 2817, 1695, 6251, 122.47, 150.00
1762627994,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 38, 0, 0, 23028, 21037, 1563, 1680, 6251, 92.86, 150.00
1762627995,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 40, 92, 93, 23028, 21037, 1563, 1665, 6251, 85.04, 150.00
1762627996,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 43, 92, 93, 23028, 21037, 1563, 1635, 6251, 152.75, 150.00
1762627997,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 43, 92, 93, 23028, 21037, 1563, 1605, 6251, 151.20, 150.00
1762627998,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 44, 92, 93, 23028, 21037, 1563, 1635, 6251, 147.81, 150.00
1762627999,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 45, 91, 93, 23028, 21037, 1563, 1605, 6251, 148.82, 150.00
1762628000,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 92, 93, 23028, 21037, 1563, 1275, 6251, 147.98, 150.00
1762628001,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 46, 92, 92, 23028, 21037, 1563, 1620, 6251, 145.27, 150.00
1762628002,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 47, 92, 93, 23028, 21037, 1563, 1620, 6251, 148.67, 150.00
1762628003,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 48, 92, 93, 23028, 21037, 1563, 1605, 6251, 148.84, 150.00
1762628004,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 48, 92, 93, 23028, 21037, 1563, 1605, 6251, 150.41, 150.00
1762628005,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 92, 93, 23028, 21037, 1563, 1575, 6251, 152.96, 150.00
1762628006,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 49, 92, 93, 23028, 21037, 1563, 1605, 6251, 154.14, 150.00
1762628007,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 92, 81, 23028, 21037, 1563, 1530, 6251, 155.62, 150.00
1762628008,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 92, 93, 23028, 21037, 1563, 1605, 6251, 149.48, 150.00
1762628009,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 92, 92, 23028, 21037, 1563, 1590, 6251, 148.81, 150.00
1762628010,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 92, 92, 23028, 21037, 1563, 1575, 6251, 148.48, 150.00
1762628011,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 92, 93, 23028, 21037, 1563, 1620, 6251, 148.23, 150.00
1762628012,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 92, 93, 23028, 21037, 1563, 1605, 6251, 147.60, 150.00
1762628013,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 93, 23028, 21037, 1563, 1260, 6251, 147.15, 150.00
1762628014,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 92, 23028, 21037, 1563, 1605, 6251, 145.58, 150.00
1762628015,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 92, 92, 23028, 21037, 1563, 1620, 6251, 148.67, 150.00
1762628016,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 92, 23028, 21037, 1563, 1605, 6251, 148.06, 150.00
1762628017,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 92, 23028, 21037, 1563, 1590, 6251, 149.35, 150.00
1762628018,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 92, 92, 23028, 21037, 1563, 1590, 6251, 151.31, 150.00
1762628020,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 92, 92, 23028, 21037, 1563, 1605, 6251, 152.89, 150.00
1762628021,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 94, 83, 23028, 21037, 1563, 1485, 6251, 148.35, 150.00
1762628022,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 92, 92, 23028, 21037, 1563, 1590, 6251, 149.53, 150.00
1762628023,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 93, 93, 23028, 21037, 1563, 1590, 6251, 149.05, 150.00
1762628024,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 93, 93, 23028, 21037, 1563, 1575, 6251, 148.57, 150.00
1762628025,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 93, 93, 23028, 21037, 1563, 1575, 6251, 152.33, 150.00
1762628026,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 92, 92, 23028, 21037, 1563, 1575, 6251, 148.81, 150.00
1762628027,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 93, 93, 23028, 21037, 1563, 1575, 6251, 153.09, 150.00
1762628028,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 94, 82, 23028, 21037, 1563, 1515, 6251, 153.23, 150.00
1762628029,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 93, 92, 23028, 21037, 1563, 1575, 6251, 150.53, 150.00
1762628030,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 93, 93, 23028, 21037, 1563, 1575, 6251, 153.79, 150.00
1762628031,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 93, 93, 23028, 21037, 1563, 1560, 6251, 153.96, 150.00
1762628032,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 92, 93, 23028, 21037, 1563, 1575, 6251, 153.20, 150.00
1762628033,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 93, 23028, 21037, 1563, 1560, 6251, 151.94, 150.00
1762628034,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 93, 23028, 21037, 1563, 1305, 6251, 152.98, 150.00
1762628035,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 89, 23028, 21037, 1563, 1515, 6251, 155.84, 150.00
1762628036,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 93, 92, 23028, 21037, 1563, 1545, 6251, 151.77, 150.00
1762628037,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1560, 6251, 151.92, 150.00
1762628038,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 92, 93, 23028, 21037, 1563, 1575, 6251, 152.39, 150.00
1762628039,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 93, 93, 23028, 21037, 1563, 1575, 6251, 151.46, 150.00
1762628040,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 100, 10, 23028, 0, 22599, 1695, 6251, 92.82, 150.00
1762628041,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 0, 0, 23028, 0, 22599, 1695, 6251, 65.97, 150.00
1762628042,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 0, 0, 23028, 0, 22599, 345, 6251, 47.26, 150.00
1762628043,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 0, 0, 23028, 0, 22599, 225, 6251, 45.14, 150.00
1762628044,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 0, 0, 23028, 0, 22599, 210, 6251, 44.72, 150.00
1762628045,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 54, 0, 0, 23028, 0, 22599, 210, 6251, 44.59, 150.00
1762628046,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 0, 0, 23028, 0, 22599, 210, 6251, 44.44, 150.00
1762628047,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 0, 0, 23028, 0, 22599, 210, 6251, 44.30, 150.00
1762628048,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 0, 0, 23028, 0, 22599, 210, 405, 30.78, 150.00
1762628049,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 0, 0, 23028, 0, 22599, 210, 405, 17.21, 150.00
1762628050,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 0, 22599, 210, 405, 17.11, 150.00
1762628051,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 0, 22599, 210, 405, 17.02, 150.00
1762628052,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 0, 0, 23028, 0, 22599, 210, 405, 16.92, 150.00
1762628053,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 0, 0, 23028, 0, 22599, 210, 405, 16.92, 150.00
1762628054,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 50, 1, 0, 23028, 275, 22325, 1680, 6251, 23.66, 150.00
1762628055,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 3227, 19373, 1695, 6251, 61.60, 150.00
1762628057,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 2725, 19875, 1695, 6251, 62.72, 150.00
1762628058,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 2725, 19875, 1695, 6251, 62.27, 150.00
1762628059,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 2725, 19875, 1695, 6251, 61.68, 150.00
1762628060,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 51, 0, 0, 23028, 2725, 19875, 1695, 6251, 61.49, 150.00
1762628061,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 22, 14, 23028, 3417, 19183, 1200, 6251, 73.64, 150.00
1762628062,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 0, 0, 23028, 19445, 3155, 1695, 6251, 80.58, 150.00
1762628063,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 55, 40, 39, 23028, 19685, 2915, 1665, 6251, 135.99, 150.00
1762628064,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 53, 4, 4, 23028, 19839, 2761, 1695, 6251, 116.35, 150.00
1762628065,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 52, 0, 0, 23028, 21037, 1563, 1695, 6251, 63.11, 150.00
1762628066,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 56, 92, 92, 23028, 21037, 1563, 1515, 6251, 144.06, 150.00
1762628067,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 92, 92, 23028, 21037, 1563, 1200, 6251, 147.54, 150.00
1762628068,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 93, 77, 23028, 21037, 1563, 1125, 6251, 149.57, 150.00
1762628069,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 95, 60, 23028, 21037, 1563, 1500, 6251, 148.93, 150.00
1762628070,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 57, 92, 90, 23028, 21037, 1563, 1575, 6251, 150.32, 150.00
1762628071,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 92, 91, 23028, 21037, 1563, 1590, 6251, 149.30, 150.00
1762628072,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 58, 92, 92, 23028, 21037, 1563, 1590, 6251, 148.21, 150.00
1762628073,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1575, 6251, 152.30, 150.00
1762628074,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1575, 6251, 148.94, 150.00
1762628075,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1575, 6251, 147.78, 150.00
1762628076,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 59, 92, 92, 23028, 21037, 1563, 1575, 6251, 150.14, 150.00
1762628077,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 92, 92, 23028, 21037, 1563, 1575, 6251, 149.06, 150.00
1762628078,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 92, 92, 23028, 21037, 1563, 1575, 6251, 148.19, 150.00
1762628079,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 60, 92, 92, 23028, 21037, 1563, 1560, 6251, 151.66, 150.00
1762628080,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 61, 92, 91, 23028, 21037, 1563, 1560, 6251, 147.72, 150.00
1762628081,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 61, 92, 92, 23028, 21037, 1563, 1515, 6251, 147.10, 150.00
1762628082,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 61, 91, 91, 23028, 21037, 1563, 885, 6251, 152.04, 150.00
1762628083,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 62, 95, 59, 23028, 21037, 1563, 1125, 6251, 145.60, 150.00
1762628084,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 61, 95, 66, 23028, 21037, 1563, 1425, 6251, 149.29, 150.00
1762628085,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 62, 93, 83, 23028, 21037, 1563, 1560, 6251, 145.72, 150.00
1762628086,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 62, 92, 92, 23028, 21037, 1563, 1560, 6251, 147.50, 150.00
1762628087,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 62, 92, 91, 23028, 21037, 1563, 1560, 6251, 151.12, 150.00
1762628088,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 62, 92, 91, 23028, 21037, 1563, 1560, 6251, 148.16, 150.00
1762628089,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 63, 92, 92, 23028, 21037, 1563, 1560, 6251, 151.32, 150.00
1762628090,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 63, 92, 92, 23028, 21037, 1563, 1545, 6251, 150.61, 150.00
1762628091,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 63, 92, 92, 23028, 21037, 1563, 1560, 6251, 148.25, 150.00
