ts_unix,index,name,uuid,compute_cap,driver_version,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,clocks.sm,clocks.mem,power.draw,power.limit
1762631381,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631382,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 825, 6251, 27.68, 150.00
1762631383,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 900, 6251, 40.32, 150.00
1762631384,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.86, 150.00
1762631385,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.87, 150.00
1762631386,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.82, 150.00
1762631387,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.81, 150.00
1762631388,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.81, 150.00
1762631389,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631390,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631391,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631392,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 34, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631393,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631394,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 33, 0, 0, 23028, 0, 22599, 210, 405, 15.77, 150.00
1762631395,0, NVIDIA A10, GPU-359b21ab-3dbf-5646-ba1f-a513e3866c50, 8.6, 570.148.08, 35, 0, 0, 23028, 2725, 19875, 1695, 6251, 38.77, 150.00
